PROLIFIC_PID,id,PID,date,timer_total,commitment,attention_01,attention_02,manip_check_01,manip_check_02,donation_decision,party,party_open,party_strength,party_closer,party_identity_strength_raw,party_identity_strength,party_preference,party_intensity,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,affpol_raw,affpol_weighted,bipartisan_support,social_polarization,ideology,democratic_support_raw,democratic_support,vote_election,vote_importance_raw,vote_importance,political_engagement_raw,political_engagement,health_general_raw,health_general,health_politics_raw,health_politics,stress_general_raw,stress_general,stress_politics_raw,stress_politics,depression_raw,depression,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,ethnicity01,ethnicity02,ethicity_open,income,bipartisanship_01,bipartisanship_02,friends_democrats,friends_republicans,dem_01,dem_02,dem_03,dem_04,dem_05,dem_06,dem_07,dem_01_r,dem_02_r,dem_03_r,dem_05_r,dem_06_r,dem_07_r,political_interest,political_discussion,political_follow,political_discussion_r,political_follow_r,health_politics_01,health_politics_02,health_politics_03,health_politics_04,health_politics_05,health_politics_06,health_politics_07,health_politics_08,health_politics_09,health_politics_10,PSS_01,PSS_02,PSS_03,PSS_04,PSS_05,PSS_06,PSS_07,PSS_08,PSS_09,PSS_10,PSS_04_r,PSS_05_r,PSS_07_r,PSS_08_r,depression_01,depression_02,depression_03,depression_04,depression_05,depression_06,depression_07,depression_08,max_boxes,easy50,easy65,hard80,hard95,work_total,work_voteall,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference
167,R_6KkfIr6ms4QZwWJ,P202,24/10/2025 15:25,1221,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Republican,,Not very strong,NA,1,-2.04036765482465,Republican,1,95,12,12,84,0.990908794320376,0.0577800529828549,0.611595166657064,-0.737693479381178,45,35,1.16161192887043,Yes,7,0.482476139550158,12,1.00142389080157,4,0.148858679035552,50,1.78282109352937,0,-1.71018904032025,0,-1.53918886720492,2,-0.418584642984532,64,Woman,,Rural area,Small-town,,4,High school,White,NA,,"$10,000 to $19,999",93,89,98,98,1,1,1,5,1,1,1,5,5,5,5,5,5,5,2,1,3,4,1,1,1,1,1,1,1,1,1,1,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,9,11,14,16,18,9,8,1,1,8,-7
168,R_6R2Ug9RFu5xSX3H,P209,24/10/2025 15:25,1794,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Democrat,,Not very strong,NA,3,-0.32368438716765,Democrat,1,80,23,62,46,0.126707833222416,0.146814232934746,0.670890913212905,-0.685428728096995,32,33,0.818198878470245,Yes,7,0.482476139550158,11,0.551311795086835,4,0.148858679035552,36,0.297314881784906,8,-0.686051720017944,1,-0.639819685975378,1,-0.618806510736363,63,Woman,,Suburb,Suburb,,3,4-year college degree,White,NA,,"$100,000 to $149,999",100,85,94,81,1,2,1,5,1,1,2,5,4,5,5,5,4,4,2,1,3,4,4,3,4,1,2,1,2,2,2,3,1,1,2,4,3,0,3,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,13,7,8,10,12,27,9,9,9,9,9,0
17,R_1oGtOaaxBth3hrZ,P54,24/10/2025 14:25,986,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Republican,,Strong,NA,4,0.53465724666085,Republican,2,34,84,56,61,-0.105961656303958,0.0252063125214769,0.255820687322014,-0.400910555425702,95,34,0.989905403670338,Yes,7,0.482476139550158,8,-0.799024492057357,4,0.148858679035552,34,0.0850997086785537,6,-0.94208605009352,2,0.259549495254163,1,-0.618806510736363,58,Woman,,Rural area,Suburb,,2,4-year college degree,White,NA,,"$100,000 to $149,999",81,83,57,90,1,1,1,4,1,1,1,5,5,5,5,5,5,3,3,2,2,3,2,3,2,2,2,2,2,4,4,3,0,0,0,4,3,0,0,3,0,0,0,1,4,1,0,0,1,0,0,0,0,0,22,11,14,18,21,18,6,6,6,6,6,0
170,R_5CkzZOOo5Nx6Uuf,P134,24/10/2025 15:26,3552,"Yes, I will",passed,passed,Democrat,Both Democrats and Republicans,Donate,Democrat,,Not very strong,NA,3,-0.32368438716765,Democrat,1,95,90,75,75,-1.6016940889735,-1.23850587863013,0.967369645992113,-0.737693479381178,1,21,-1.24227942393088,No,4,-2.71258807347088,8,-0.799024492057357,5,1.41628400339539,40,0.721745227997611,2,-1.45415471024467,0,-1.53918886720492,0,-0.819028378488194,60,Woman,,Suburb,Suburb,,3,4-year college degree,Black or African-American,NA,,"$30,000 to $39,999",100,100,100,100,2,3,4,4,3,3,4,4,3,2,3,3,2,3,4,1,1,4,2,2,2,2,2,2,2,2,2,2,0,0,0,4,3,0,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,8,10,11,8,3,2,3,2,3,-1
171,R_3PvtDYIYopx5hlX,P91,24/10/2025 15:26,2976,"Yes, I will",passed,passed,Republican,Neither Democrats nor Republicans,Keep,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,100,100,50,50,-1.76788658149234,-1.39968707603147,-0.0208927966052465,-0.737693479381178,20,35,1.16161192887043,Yes,7,0.482476139550158,12,1.00142389080157,4,0.148858679035552,36,0.297314881784906,16,0.338085600284359,2,0.259549495254163,8,0.782746563526453,41,Man,,Suburb,Suburb,,2,4-year college degree,White,NA,,"$80,000 to $89,999",80,70,85,85,1,1,1,5,1,1,1,5,5,5,5,5,5,4,1,1,4,4,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,26,13,17,21,25,27,9,9,9,9,9,0
172,R_6Hh2ell1kvfJo6L,P192,24/10/2025 15:27,3854,"Yes, I will",passed,passed,Republican,Democrats,Keep,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,70,25,30,70,-0.272154148822796,-0.306548993805127,0.651125664360958,-0.242879266039799,5,33,0.818198878470245,Yes,7,0.482476139550158,12,1.00142389080157,4,0.148858679035552,26,-0.763760983746856,20,0.850154260435511,2,0.259549495254163,14,1.98407777003744,29,Man,,Small town,City,,2,Postgraduate degree,White,NA,,"$30,000 to $39,999",99,85,95,55,1,1,1,5,1,1,3,5,5,5,5,5,3,5,2,1,3,4,5,4,4,2,4,4,4,2,3,2,1,2,3,2,2,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,1,19,10,12,15,18,27,9,9,9,9,9,0
173,R_5CBqX58x9ulyk01,P133,24/10/2025 15:28,1168,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Democrat,,Not very strong,NA,3,-0.32368438716765,Democrat,1,94,3,66,7,1.25681678235052,-0.127515375067093,0.927839148288219,-0.737693479381178,40,34,0.989905403670338,Yes,7,0.482476139550158,7,-1.24913658777209,5,1.41628400339539,44,1.14617557421032,3,-1.32613754520688,2,0.259549495254163,0,-0.819028378488194,78,Woman,,Small town,Rural,,3,2-year college degree,White,NA,,"$20,000 to $29,999",100,98,100,100,1,1,1,5,2,1,1,5,5,5,4,5,5,3,4,2,1,3,3,2,2,1,1,1,2,1,1,2,0,0,1,3,4,0,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,6,8,10,11,15,9,6,0,6,0,6
174,R_1GEaHd2CXc7YFKM,P15,24/10/2025 15:30,1021,"Yes, I will",passed,passed,Democrat,Both Democrats and Republicans,Keep,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,96,9,89,76,1.12386278833545,1.53107261341755,-0.969624741498712,0.529030906772752,0,21,-1.24227942393088,Yes,5,-1.64756666913054,9,-0.348912396342627,4,0.148858679035552,32,-0.127115464427799,19,0.722137095397723,2,0.259549495254163,0,-0.819028378488194,64,Woman,,Rural area,Rural,,2,High school,White,NA,,"Less than $10,000",51,51,98,34,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,4,5,2,3,3,3,1,1,1,2,1,1,1,1,1,3,2,3,3,0,0,0,0,0,0,0,0,16,8,10,13,15,25,7,9,9,9,9,0
175,R_3a2rmfZrKLNd8Up,P98,24/10/2025 15:31,2380,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,35,65,45,60,-0.770731626379311,-0.596298273438613,-0.218545285124718,-0.717900910847523,90,23,-0.898866373530692,Yes,7,0.482476139550158,9,-0.348912396342627,3,-1.11856664532429,31,-0.233223050980975,13,-0.0459658948290045,1,-0.639819685975378,6,0.382302828022791,59,Man,,City,City,,3,Postgraduate degree,White,NA,,"$150,000 or more",70,70,56,64,4,2,2,4,4,2,3,2,4,4,2,4,3,3,3,1,2,4,2,2,3,2,4,4,3,3,4,2,2,1,2,3,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,0,1,0,45,23,29,36,43,11,3,2,6,6,2,4
176,R_3WAtQtlQfuEcTDz,P95,24/10/2025 15:31,1041,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Democrat,,Not very strong,NA,2,-1.18202602099615,Democrat,1,71,6,29,61,0.392615821252558,0.128682873922622,0.394177429285645,-0.544406677294702,10,30,0.303079302869964,Yes,7,0.482476139550158,8,-0.799024492057357,4,0.148858679035552,30,-0.339330637534151,23,1.23420575554888,2,0.259549495254163,9,0.982968431278284,26,Man,,Small town,Small-town,,1,4-year college degree,White,NA,,"$80,000 to $89,999",86,85,83,58,1,1,2,5,3,2,2,5,5,4,3,4,4,3,3,2,2,3,4,3,4,4,4,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,1,1,1,1,2,1,2,0,21,11,14,17,20,16,8,8,0,8,0,8
177,R_1EhdmWxOg5IfPqx,P12,24/10/2025 15:32,2173,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Democrat,,Strong,NA,4,0.53465724666085,Democrat,2,80,15,50,50,0.392615821252558,0.31678215189879,0.967369645992113,0.777675048976794,5,34,0.989905403670338,Yes,7,0.482476139550158,10,0.101199699372104,3,-1.11856664532429,26,-0.763760983746856,22,1.10618859051109,2,0.259549495254163,11,1.38341216678195,42,Woman,,City,City,,3,Postgraduate degree,Black or African-American,NA,,"$150,000 or more",100,100,80,10,1,1,1,5,1,2,1,5,5,5,5,4,5,4,2,2,3,3,4,4,5,1,4,2,4,4,2,4,3,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,22,11,14,18,21,18,7,8,3,8,3,5
178,R_6sMiFDAJwP8hhtL,P236,24/10/2025 15:32,1713,"Yes, I will",passed,passed,Republican,Democrats,Donate,Democrat,,Not very strong,NA,3,-0.32368438716765,Democrat,1,75,0,75,100,0.725000806290234,1.18313618115949,0.967369645992113,0.955808165779691,15,35,1.16161192887043,Yes,7,0.482476139550158,12,1.00142389080157,5,1.41628400339539,32,-0.127115464427799,16,0.338085600284359,4,2.05828785771324,3,-0.218362775232701,76,Woman,,Suburb,Small-town,,3,4-year college degree,White,NA,,"$10,000 to $19,999",100,100,75,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,2,1,3,4,4,4,4,4,4,4,1,1,1,1,1,2,2,4,3,2,3,3,4,2,0,1,1,1,0,1,0,1,1,0,0,0,12,6,8,10,11,27,9,9,9,9,9,0
179,R_3cEUahTy0MM8Ktj,P99,24/10/2025 15:32,1485,"Yes, I will",passed,passed,Republican,Republicans,Keep,Republican,,Not very strong,NA,2,-1.18202602099615,Republican,1,14,68,7,7,0.0269923377111131,-0.834910949348199,0.572064668953169,-0.71264350983077,87,33,0.818198878470245,No,7,0.482476139550158,9,-0.348912396342627,3,-1.11856664532429,37,0.403422468338082,9,-0.558034554980156,1,-0.639819685975378,5,0.182080960270961,58,Man,,Rural area,Rural,,3,"College, but not degree",White,NA,,"$10,000 to $19,999",100,80,90,99,1,1,1,5,1,3,1,5,5,5,5,3,5,4,4,1,1,4,4,3,3,2,2,1,1,2,2,3,1,1,1,4,4,4,3,3,0,0,0,0,1,1,0,0,2,1,1,0,1,0,21,11,14,17,20,26,9,9,8,8,9,-1
18,R_6LUwAhIOqcpHy0p,P203,24/10/2025 14:25,1192,"Yes, I will",passed,passed,Republican,Neither Democrats nor Republicans,Donate,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,65,0,50,100,0.392615821252558,0.579058298846197,-2.98568012439733,2.35489535400244,0,31,0.474785828070057,Yes,7,0.482476139550158,10,0.101199699372104,3,-1.11856664532429,16,-1.82483684927862,32,2.38636024088897,4,2.05828785771324,13,1.78385590228561,56,Man,,Suburb,City,,1,High school,White,NA,,"$10,000 to $19,999",0,0,100,0,1,1,1,3,3,1,1,5,5,5,3,5,5,4,3,1,2,4,5,4,4,4,5,5,5,4,3,5,4,4,4,1,4,3,1,1,4,4,3,0,3,3,3,3,1,1,1,3,1,0,25,13,16,20,24,19,5,7,7,7,7,0
180,R_73wUvv3zZrnXo9b,P245,24/10/2025 15:32,1600,"Yes, I will",passed,passed,Republican,Neither Democrats nor Republicans,Keep,Republican,,Strong,NA,5,1.39299888048935,Republican,2,51,100,51,97,-0.139200154807725,0.0938559397380601,-0.455728271348085,-0.242879266039799,100,22,-1.07057289873079,Yes,6,-0.58254526479019,9,-0.348912396342627,5,1.41628400339539,40,0.721745227997611,10,-0.430017389942368,1,-0.639819685975378,0,-0.819028378488194,28,Man,,City,City,,4,Postgraduate degree,White,NA,,"$100,000 to $149,999",69,59,60,100,3,4,4,4,2,2,3,3,2,2,4,4,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,1,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12,6,8,10,11,16,4,6,6,6,6,0
181,R_7LBFPPWDuEkI1it,P260,24/10/2025 15:33,1210,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,4,0.53465724666085,Democrat,2,76,51,70,89,-0.93692411889815,-0.576061024781403,0.49300367354538,-0.626051022496029,37,28,-0.0403337475302235,Yes,6,-0.58254526479019,12,1.00142389080157,4,0.148858679035552,28,-0.551545810640504,11,-0.30200022490458,3,1.1589186764837,4,-0.0181409074808704,67,Woman,,Suburb,Suburb,,2,4-year college degree,White,NA,,"$70,000 to $79,999",88,88,91,72,2,2,2,5,2,3,2,4,4,4,4,3,4,4,1,1,4,4,4,2,4,4,2,4,2,4,4,2,1,1,2,3,2,1,3,3,0,1,1,2,1,1,0,0,2,2,0,0,0,0,16,8,10,13,15,17,9,8,0,8,0,8
182,R_7SIiJFBYrezLIFX,P270,24/10/2025 15:33,1256,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,2,-1.18202602099615,Democrat,2,67,25,51,51,-0.371869644334099,-0.279763107398944,0.967369645992113,-0.574095530095184,50,33,0.818198878470245,Yes,7,0.482476139550158,9,-0.348912396342627,3,-1.11856664532429,34,0.0850997086785537,1,-1.58217187528246,2,0.259549495254163,0,-0.819028378488194,56,Woman,,Suburb,Rural,,3,"College, but not degree",White,NA,,"$10,000 to $19,999",100,100,100,77,1,3,1,5,1,1,1,5,3,5,5,5,5,3,2,2,3,3,5,1,4,1,4,1,1,4,1,4,0,0,1,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,8,10,11,12,5,4,3,4,3,1
183,R_6azeyBtcyDNmq5h,P221,24/10/2025 15:34,4543,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Republican,,Strong,NA,5,1.39299888048935,Republican,2,50,100,50,96,-0.105961656303958,0.112002703923151,-0.594085013311715,-0.440495692493012,100,21,-1.24227942393088,Yes,7,0.482476139550158,12,1.00142389080157,5,1.41628400339539,40,0.721745227997611,16,0.338085600284359,1,-0.639819685975378,0,-0.819028378488194,64,Man,,Rural area,Rural,,5,Postgraduate degree,White,NA,,"$100,000 to $149,999",50,71,50,81,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,4,4,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,30,15,20,24,29,21,7,6,8,8,6,2
184,R_32Q8nmMVEm2kVpq,P70,24/10/2025 15:35,1332,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,10,90,50,50,0.891193298809073,0.712890435267311,0.967369645992113,-0.459360484376652,85,22,-1.07057289873079,Yes,7,0.482476139550158,5,-2.14936077920155,4,0.148858679035552,37,0.403422468338082,11,-0.30200022490458,0,-1.53918886720492,1,-0.618806510736363,74,Man,,Rural area,Rural,,4,"College, but not degree",White,NA,,"$30,000 to $39,999",100,100,50,80,4,2,3,4,4,2,3,2,4,3,2,4,3,2,4,3,1,2,2,4,2,4,4,2,2,1,1,1,1,1,1,2,2,1,3,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,12,6,8,10,11,8,2,1,5,5,1,4
185,R_1mkQ5Sz5G9oPa6X,P51,24/10/2025 15:36,1271,"Yes, I will",passed,passed,Republican,Republicans,Keep,Republican,,Strong,NA,3,-0.32368438716765,Republican,2,0,83,61,30,0.990908794320376,0.573489198683308,-2.98568012439733,2.35489535400244,100,24,-0.727159848330598,Yes,7,0.482476139550158,11,0.551311795086835,4,0.148858679035552,35,0.19120729523173,7,-0.814068885055732,2,0.259549495254163,0,-0.819028378488194,67,Man,,Suburb,Small-town,,2,2-year college degree,White,NA,,"$100,000 to $149,999",0,0,0,100,2,3,4,3,2,2,2,4,3,2,4,4,4,4,2,1,3,4,2,2,2,2,2,3,3,3,3,3,1,0,0,3,3,0,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12,6,8,10,11,16,3,4,9,9,4,5
186,R_3LBg1p8i9tKgV45,P88,24/10/2025 15:36,1615,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,4,0.53465724666085,Democrat,2,100,5,85,99,1.38977077636559,1.97838517353419,0.156994443062278,-0.13896828123811,8,34,0.989905403670338,Yes,7,0.482476139550158,10,0.101199699372104,3,-1.11856664532429,17,-1.71872926272544,21,0.978171425473299,4,2.05828785771324,4,-0.0181409074808704,69,Woman,,City,Rural,,2,"College, but not degree",White,NA,,"$30,000 to $39,999",100,59,100,56,1,1,2,5,1,1,1,5,5,4,5,5,5,4,2,2,3,3,5,5,5,3,5,4,5,5,2,4,1,2,3,3,2,4,3,2,3,2,1,2,1,2,0,1,1,1,0,1,0,0,16,8,10,13,15,16,7,8,1,8,1,7
187,R_1PjrgM1SI7wmNdT,P30,24/10/2025 15:38,1181,"Yes, I will",passed,passed,Republican,Democrats,Keep,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,59,84,36,40,-0.93692411889815,-0.823135620516621,-0.159249538568877,-0.648317662096391,65,30,0.303079302869964,Yes,6,-0.58254526479019,6,-1.69924868348682,4,0.148858679035552,50,1.78282109352937,16,0.338085600284359,0,-1.53918886720492,0,-0.819028378488194,61,Woman,,Suburb,Suburb,,4,4-year college degree,White,NA,,"$100,000 to $149,999",71,72,67,84,2,2,1,5,2,2,2,4,4,5,4,4,4,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,27,14,18,22,26,13,4,5,4,4,5,-1
188,R_1ASA5PfHAi60Sy4,P07,24/10/2025 15:39,1810,"Yes, I will",passed,passed,Republican,Neither Democrats nor Republicans,Keep,Republican,,Not very strong,NA,2,-1.18202602099615,Republican,1,43,83,38,51,-0.438346641341634,-0.412212675672388,-0.455728271348085,-0.648317662096391,72,25,-0.555453323130504,Yes,5,-1.64756666913054,8,-0.799024492057357,4,0.148858679035552,40,0.721745227997611,1,-1.58217187528246,0,-1.53918886720492,0,-0.819028378488194,61,Woman,,City,Suburb,,2,High school,White,NA,,"$20,000 to $29,999",71,57,65,82,1,3,4,3,2,2,2,5,3,2,4,4,4,3,3,2,2,3,2,2,2,2,2,2,1,2,3,2,0,0,1,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,20,24,29,14,7,1,6,6,1,5
189,R_30uYBd5XnqwACEI,P66,24/10/2025 15:41,1444,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,26,89,75,34,0.326138824245022,0.213082987916263,-0.00112754775329933,0.0666888761819009,71,25,-0.555453323130504,Yes,7,0.482476139550158,8,-0.799024492057357,4,0.148858679035552,34,0.0850997086785537,15,0.210068435246571,2,0.259549495254163,0,-0.819028378488194,67,Woman,,City,City,,3,4-year college degree,White,NA,,"$60,000 to $69,999",74,77,33,84,2,2,2,4,2,2,5,4,4,4,4,4,1,3,3,2,2,3,4,1,2,4,3,4,2,1,2,3,1,1,1,1,1,1,3,3,2,1,3,3,1,1,0,0,0,0,0,0,0,0,31,16,20,25,29,15,5,4,6,6,4,2
19,R_67mSVofyN6IAelz,P185,24/10/2025 14:25,975,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,51,39,19,23,-1.36902459944713,-1.19242105906924,0.433707926989539,-0.737693479381178,17,35,1.16161192887043,Yes,7,0.482476139550158,9,-0.348912396342627,4,0.148858679035552,35,0.19120729523173,5,-1.07010321513131,2,0.259549495254163,1,-0.618806510736363,25,Man,,City,Suburb,,1,4-year college degree,White,NA,,"$50,000 to $59,999",100,73,100,100,1,1,1,5,1,1,1,5,5,5,5,5,5,3,2,2,3,3,4,1,4,3,2,4,1,2,2,2,0,0,2,3,2,0,4,4,0,0,1,2,0,0,0,1,0,0,0,0,0,0,21,11,14,17,20,7,2,3,2,3,2,1
190,R_6KPDqGpssSgkZWV,P200,24/10/2025 15:42,1244,"Yes, I will",passed,passed,Democrat,Both Democrats and Republicans,Keep,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,50,75,0,50,-0.93692411889815,-1.27021503331405,0.670890913212905,-0.358851347291685,90,35,1.16161192887043,Yes,7,0.482476139550158,7,-1.24913658777209,4,0.148858679035552,50,1.78282109352937,21,0.978171425473299,0,-1.53918886720492,4,-0.0181409074808704,63,Woman,,Rural area,Small-town,,3,4-year college degree,White,NA,,"$60,000 to $69,999",100,85,50,85,1,1,1,5,1,1,1,5,5,5,5,5,5,3,4,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1,0,0,0,1,1,0,16,8,10,13,15,23,7,8,8,8,8,0
191,R_5fMNhbnhm0Itk37,P160,24/10/2025 15:44,1018,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Democrat,,Strong,NA,5,1.39299888048935,Democrat,2,94,13,86,8,0.92443179731284,-0.189972653285969,0.967369645992113,0.267088632585159,11,27,-0.212040272730317,Yes,7,0.482476139550158,11,0.551311795086835,4,0.148858679035552,32,-0.127115464427799,5,-1.07010321513131,2,0.259549495254163,0,-0.819028378488194,72,Man,,Suburb,Suburb,,4,Postgraduate degree,White,NA,,"$100,000 to $149,999",100,100,98,41,1,2,2,4,4,2,2,5,4,4,2,4,4,5,2,2,3,3,2,4,2,4,4,4,2,2,2,2,0,0,0,3,3,0,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,21,11,14,17,20,22,9,9,4,9,4,5
192,R_3qaFrVkiYgJwFQv,P112,24/10/2025 15:44,1258,"Yes, I will",passed,passed,Republican,Democrats,Keep,Republican,,Strong,NA,2,-1.18202602099615,Republican,2,0,51,100,52,-0.0727231578001899,0.172705600859165,-2.98568012439733,1.09590243993197,100,29,0.13137277766987,Yes,7,0.482476139550158,10,0.101199699372104,4,0.148858679035552,33,-0.0210078778746225,19,0.722137095397723,2,0.259549495254163,9,0.982968431278284,65,Woman,,Suburb,Suburb,,1,"College, but not degree",White,NA,,"$50,000 to $59,999",0,0,0,77,1,1,1,3,3,3,1,5,5,5,3,3,5,5,4,1,1,4,3,3,4,4,1,4,2,2,2,2,2,4,2,2,4,2,3,3,3,2,2,0,1,1,3,3,0,0,0,3,0,0,12,6,8,10,11,0,0,0,0,0,0,0
193,R_5qWW3izrhBMztJL,P175,24/10/2025 15:45,1281,"Yes, I will",passed,passed,Republican,Democrats,Keep,Republican,,Strong,NA,4,0.53465724666085,Republican,2,0,95,100,73,1.38977077636559,1.84694969297998,0.0581681988025423,1.24156337398434,100,29,0.13137277766987,Yes,6,-0.58254526479019,9,-0.348912396342627,5,1.41628400339539,29,-0.445438224087327,6,-0.94208605009352,2,0.259549495254163,0,-0.819028378488194,64,Man,,Suburb,Suburb,,2,2-year college degree,White,NA,,"$30,000 to $39,999",87,67,0,80,3,1,2,4,3,1,1,3,5,4,3,5,5,4,4,1,1,4,4,4,1,5,1,5,2,4,2,3,0,0,0,4,3,0,0,3,0,0,0,1,4,1,0,0,0,0,0,0,0,0,17,9,11,14,16,10,0,1,9,9,1,8
194,R_52kUARmxQlnlhlp,P122,24/10/2025 15:48,1905,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,40,45,70,75,-1.6016940889735,-1.24127076983371,0.967369645992113,-0.737693479381178,60,32,0.646492353270151,No,6,-0.58254526479019,7,-1.24913658777209,4,0.148858679035552,32,-0.127115464427799,19,0.722137095397723,3,1.1589186764837,6,0.382302828022791,65,Man,,Rural area,Small-town,,3,4-year college degree,White,NA,,"$30,000 to $39,999",100,100,70,70,1,3,2,5,1,1,1,5,3,4,5,5,5,3,4,2,1,3,4,3,4,3,4,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,1,2,2,2,0,1,1,1,1,1,1,0,15,8,10,12,14,18,5,6,7,7,6,1
195,R_7rt8YkoFccvpLvH,P296,24/10/2025 15:48,1389,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Republican,,Not very strong,NA,3,-0.32368438716765,Republican,1,70,80,0,21,-1.43550159645466,-1.34854245116124,0.967369645992113,-0.737693479381178,80,33,0.818198878470245,Yes,7,0.482476139550158,8,-0.799024492057357,3,-1.11856664532429,47,1.46449833386984,2,-1.45415471024467,0,-1.53918886720492,0,-0.819028378488194,59,Man,,Suburb,Rural,,2,4-year college degree,White,NA,,"$100,000 to $149,999",100,100,100,100,1,1,1,5,1,1,3,5,5,5,5,5,3,3,3,2,2,3,2,2,1,1,2,1,1,1,1,1,0,0,1,4,3,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,9,12,14,17,0,0,0,0,0,0,0
196,R_7kh7eZ4kjWBD4HG,P291,24/10/2025 15:51,1111,"Yes, I will",passed,passed,Republican,Democrats,Keep,Republican,,Strong,NA,5,1.39299888048935,Republican,2,10,94,82,90,1.02414729282414,1.49443588900175,-0.811502750683134,0.734688064192762,95,32,0.646492353270151,Yes,7,0.482476139550158,12,1.00142389080157,3,-1.11856664532429,31,-0.233223050980975,12,-0.173983059866792,2,0.259549495254163,3,-0.218362775232701,59,Man,,Suburb,Rural,,4,2-year college degree,White,NA,,"$90,000 to $99,999",81,29,31,100,2,1,2,5,2,1,1,4,5,4,4,5,5,5,2,1,3,4,4,1,2,4,4,4,1,2,3,4,2,3,2,4,3,0,2,3,1,0,0,1,2,1,0,0,1,1,0,0,1,0,38,19,25,30,36,13,2,5,6,6,5,1
